n_unique_values,std_dev,max_relative_frequency,norm_entropy,min_value,max_value,range_value,shannon_entropy,simpson_index,skewness_probs,kurtosis_probs,dispersion_index,uniformity,top2_ratio,top3_ratio,variable,dataset,type
4,0.683999355943121,0.655064792389703,0.708900896503554,1,4,3,0.982745315415712,0.52333662336133,0.66937190499727806,-1.73165146344598,0.302217835518226,0.708900896503554,0.8121644902749,0.957229532346259,SALUT,AVQ2021,O
4,0.67899215773217,0.569110366554983,0.70807231325959,1,4,3,0.981596655136887,0.564155495205063,0.270177312301818,-2.10045611354446,0.247792673059916,0.70807231325959,0.891708756313447,0.977671650747612,RELFAM,AVQ2021,O
4,0.78146473009379,0.548637159289822,0.818733337539121,1,4,3,1.13500540909135,0.618413994596424,0.525988256329039,-1.79070092679435,0.175448007204769,0.818733337539121,0.751862965741435,0.941110277569392,RELAM,AVQ2021,O
4,0.839360110704204,0.47127558424661,0.875390247653404,1,4,3,1.21354856410126,0.66245550448352,0.303899702008574,-2.10141575087512,0.116725994021973,0.875390247653404,0.769328929590152,0.885978081369164,TEMLIB,AVQ2021,O
4,0.726677730250295,0.613225156168338,0.759182820008496,1,4,3,1.05245086243687,0.564969899299545,0.637649235568375,-1.75137816883146,0.24670680093394,0.759182820008496,0.799681441477315,0.945421965605635,AMBIENTE,AVQ2021,O
2,0.38463500376318,0.819467699612645,0.681240136741959,1,2,1,0.472199680066961,0.295880777808409,0,0,0.408238444383181,0.681240136741959,1,1,PAESAGGIO,AVQ2021,N
2,0.115434764457709,0.986492709132771,0.10323656538728,1,2,1,0.0715581342288859,0.0266496879213149,0,0,0.94670062415737,0.10323656538728,1,1,PPAPO,AVQ2021,N
2,0.170962693369941,0.969864351043058,0.195071675153597,3,4,1,0.135213381639821,0.0584549832377714,0,0,0.883090033524457,0.195071675153597,1,1,PSIND,AVQ2021,N
2,0.236632255237946,0.940461819022423,0.325608935838084,5,6,1,0.225694915841292,0.111986771966916,0,0,0.776026456066167,0.325608935838084,1,1,PGRVO,AVQ2021,N
2,0.10815655382998,0.988162330476852,0.0927433248637589,1,2,1,0.0642847741450695,0.0233950782068171,0,0,0.953209843586366,0.0927433248637589,1,1,PAECO,AVQ2021,N
2,0.228526391460813,0.94472129463139,0.308410758914812,3,4,1,0.213774047996155,0.104445940202762,0,0,0.791108119594477,0.308410758914812,1,1,PCULT,AVQ2021,N
2,0.172261931342665,0.969389594006642,0.197443837559486,5,6,1,0.136857639323294,0.0593468180765593,0,0,0.881306363846881,0.197443837559486,1,1,PASPRO,AVQ2021,N
2,0.152772564667187,0.976089413537611,0.162867312044052,1,2,1,0.112891018148712,0.0466777406348264,0,0,0.906644518730347,0.162867312044052,1,1,COMIZ,AVQ2021,N
2,0.117963596838019,0.985885727224696,0.106974428984567,3,4,1,0.074149023842663,0.0278301201586562,0,0,0.944339759682688,0.106974428984567,1,1,CORTEI,AVQ2021,N
2,0.333388794117373,0.872632135040628,0.550175101024513,5,6,1,0.381352320089424,0.222290583870127,0,0,0.555418832259747,0.550175101024513,1,1,DIBPO,AVQ2021,N
2,0.111032019682777,0.987516359609383,0.0968414630248212,7,8,1,0.067125387056955,0.0246555982264298,0,0,0.95068880354714,0.0968414630248212,1,1,FINPA,AVQ2021,N
2,0.335767975679279,0.870489820600685,0.55609331831473,1,2,1,0.385454515718079,0.225474585662544,0,0,0.549050828674912,0.55609331831473,1,1,FINAS,AVQ2021,N
2,0.267139025183196,0.922656525462147,0.392748880865305,3,4,1,0.27223277943986,0.142722922968531,0,0,0.714554154062937,0.392748880865305,1,1,VOLON,AVQ2021,N
2,0.151498466162097,0.976496372430472,0.160684408876404,5,6,1,0.111377944972621,0.0459024141212026,0,0,0.908195171757595,0.160684408876404,1,1,ATGRA,AVQ2021,N
2,0.0784547692022431,0.99380664652568,0.0543360348593233,7,8,1,0.0376628693655469,0.0123099916941247,0,0,0.97538001661175,0.0543360348593233,1,1,VOLPA,AVQ2021,N
2,0.0905224858995182,0.991737619023628,0.0690400027476401,1,2,1,0.0478548832503776,0.0163882280739458,0,0,0.967223543852109,0.0690400027476401,1,1,VOLSI,AVQ2021,N
2,0.279291504742327,0.914726707758138,0.420492714763219,1,2,1,0.291463339684123,0.156003515744193,0,0,0.687992968511615,0.420492714763219,1,1,INCSPI,AVQ2021,N
6,2.04239882922356,0.317897776781935,0.88981450873627,1,6,5,1.59433357188472,0.770645101823992,0.157837527101589,-2.02579960267807,0.07522587781121,0.88981450873627,0.576169492369358,0.790848208728558,POLITI,AVQ2021,O
1,0,1,0,1,1,0,0,0,0,0,NA,0,1,1,PRADIO,AVQ2021,N
1,0,1,0,2,2,0,0,0,0,0,NA,0,1,1,PTELEV,AVQ2021,N
1,0,1,0,3,3,0,0,0,0,0,NA,0,1,1,PQUOT,AVQ2021,N
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,PSETT,AVQ2021,N
1,0,1,0,5,5,0,0,0,0,0,NA,0,1,1,PARIV,AVQ2021,N
1,0,1,0,6,6,0,0,0,0,0,NA,0,1,1,PAMICI,AVQ2021,N
1,0,1,0,7,7,0,0,0,0,0,NA,0,1,1,PPAREN,AVQ2021,N
1,0,1,0,8,8,0,0,0,0,0,NA,0,1,1,PCONOS,AVQ2021,N
1,0,1,0,9,9,0,0,0,0,0,NA,0,1,1,PCOLAV,AVQ2021,N
1,0,1,0,10,10,0,0,0,0,0,NA,0,1,1,ORGPOL,AVQ2021,N
1,0,1,0,11,11,0,0,0,0,0,NA,0,1,1,ORGSIN,AVQ2021,N
1,0,1,0,12,12,0,0,0,0,0,NA,0,1,1,ALTPOL,AVQ2021,N
2,0.498925599700292,0.532889798703514,0.996876506610942,1,2,1,0.690982139923822,0.497836522282485,0,0,0.00432695543503073,0.996876506610942,1,1,PWEB,AVQ2021,N
1,0,1,0,1,1,0,0,0,0,0,NA,0,1,1,NPOLI,AVQ2021,N
1,0,1,0,2,2,0,0,0,0,0,NA,0,1,1,NTPOLI,AVQ2021,N
1,0,1,0,3,3,0,0,0,0,0,NA,0,1,1,POLCOM,AVQ2021,N
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,SFIPOL,AVQ2021,N
1,0,1,0,5,5,0,0,0,0,0,NA,0,1,1,NALTPO,AVQ2021,N
2,0.45195754087067,0.713867919812028,0.863672246026774,1,2,1,0.598651982261334,0.408521025750552,0,0,0.182957948498897,0.863672246026774,1,1,UFFAN,AVQ2021,N
5,1.13229402234857,0.470557215679381,0.803377750863096,1,5,4,1.2929866102451,0.671534338269129,0.474204004961235,-1.75747601258146,0.160582077163588,0.803377750863096,0.756899279310951,0.897609421690983,TUFAN,AVQ2021,O
5,1.48935489012509,0.373130130155727,0.839826792324058,1,5,4,1.35164907944426,0.699970030354885,0.229581532115527,-2.21833034060072,0.125037462056393,0.839826792324058,0.741504078553712,0.860894469020891,GORAR,AVQ2021,O
7,2.50035187761484,0.307847339149957,0.868608919035329,1,7,6,1.69023491111081,0.785725990923361,0.493090695185039,-1.57439884028512,0.0833196772560793,0.868608919035329,0.588652482269504,0.69824991070973,CORAR,AVQ2021,N
2,0.481675428312779,0.634143900730511,0.947437073006962,1,2,1,0.656713335912743,0.464010827793605,0,0,0.0719783444127892,0.947437073006962,1,1,USOSS,AVQ2021,N
5,1.20268979525811,0.343689721686415,0.928505555061541,1,5,4,1.49437204222171,0.755179469204969,0.150468949532067,-1.94534531023223,0.0560256634937885,0.928505555061541,0.595136401212455,0.806833838523009,TEMSS,AVQ2021,O
5,1.47928193780966,0.399974525538148,0.816268910554883,1,5,4,1.31373413138831,0.68560407335704,0.245783051714475,-2.20472523127869,0.1429949083037,0.816268910554883,0.764335753407209,0.885033753661954,GOUSL,AVQ2021,O
7,2.49686156804338,0.339367552703941,0.863135321030291,1,7,6,1.67958378120096,0.780852303358474,0.618209550154088,-1.27560875886523,0.089005646081781,0.863135321030291,0.591684489255525,0.701293410734291,COUSL,AVQ2021,N
2,0.492211913591073,0.587940200164724,0.977569405641089,1,2,1,0.677599477321783,0.484533042389977,0,0,0.0309339152200469,0.977569405641089,1,1,UFFPOS,AVQ2021,N
4,0.770101794759384,0.460701115208602,0.721310683595175,1,4,3,0.999948933283525,0.583380757482935,9.5908392958599e-4,-2.43620918752032,0.222158990022754,0.721310683595175,0.908073043941885,0.955880392766695,RACCO,AVQ2021,O
4,0.513935737694741,0.86556945955749,0.351508286093276,1,4,3,0.487293954898026,0.23947509991713,0.72733278183462,-1.70401498432345,0.68069986677716,0.351508286093276,0.969758795792528,0.985808850199492,VAGLIA,AVQ2021,O
4,0.915817707716715,0.623428163738518,0.741521090498509,1,4,3,1.02796650640955,0.551188816690606,0.616084376657789,-1.79513134913584,0.265081577745858,0.741521090498509,0.841032729867119,0.929501471506287,VCOC,AVQ2021,O
4,0.981942728139482,0.831496062992126,0.433862703018897,1,4,3,0.601461418695331,0.294636355607405,0.728303351047238,-1.70327647355508,0.607151525856793,0.433862703018897,0.942497187851519,0.972553430821147,RPENS,AVQ2021,O
4,0.718688462368262,0.467329927399839,0.704605753939858,1,4,3,0.976790983499455,0.57577056045973,-2.9440743037159e-4,-2.43314194848346,0.232305919387027,0.704605753939858,0.917002778524693,0.968046966030295,RPARA,AVQ2021,O
5,1.16226607781976,0.357654393798972,0.915030154436612,1,5,4,1.47268422157071,0.747488856305283,0.146485449704237,-1.88850067666602,0.0656389296183962,0.915030154436612,0.599292273991069,0.823658269441402,TRACC,AVQ2021,O
5,1.19125198173257,0.331593597773138,0.934414305360853,1,5,4,1.50388180896853,0.759467817676682,0.0741335266296465,-1.97190173391072,0.0506652279041477,0.934414305360853,0.586986778009742,0.797842727905358,TVAGL,AVQ2021,O
5,1.18669399751503,0.345481227834169,0.928403617236895,1,5,4,1.49420797962202,0.754645375195124,0.194478481512496,-1.94680327167021,0.0566932810060953,0.928403617236895,0.604745016509722,0.802983979454568,TCCP,AVQ2021,O
5,1.29659908502307,0.292676134781398,0.96657346307626,1,5,4,1.55563997662765,0.77876969102108,0.0870582809609418,-2.0357734703376,0.0265378862236503,0.96657346307626,0.5421888053467,0.74129768866611,TRPEN,AVQ2021,O
5,1.16871501429381,0.362779740871614,0.917645812739261,1,5,4,1.47689396120897,0.747989984158497,0.235489609066111,-1.81825272992673,0.0650125198018791,0.917645812739261,0.602052835268383,0.81675921251893,TPARA,AVQ2021,O
5,1.45131416123814,0.41283867855057,0.861168376086415,1,5,4,1.38599703346278,0.709551637870132,0.377881345365081,-1.94772760593199,0.113060452662335,0.861168376086415,0.712983418399736,0.834818821258983,GOSPO,AVQ2021,O
7,2.49186754644809,0.310340450379548,0.871497445289037,1,7,6,1.69585572366371,0.786533908643233,0.507084204098362,-1.5592557259007,0.082377106582895,0.871497445289037,0.586635862804336,0.696717357637919,COSPO,AVQ2021,N
2,0.493665695795766,0.579374189040822,0.981744152837897,1,2,1,0.6804931915708,0.487399476228224,0,0,0.0252010475435529,0.981744152837897,1,1,BANCA,AVQ2021,N
5,0.952544002206353,0.49486199067989,0.725839991298755,1,5,4,1.16819440035705,0.630807801826726,0.392785229493533,-1.92321953170663,0.211490247716592,0.725839991298755,0.823933564344605,0.94407934042299,TABAN,AVQ2021,O
2,0.455596569178736,0.706002419110977,0.87382935033209,1,2,1,0.605692350473217,0.415126006640851,0,0,0.169747986718298,0.87382935033209,1,1,BANCM,AVQ2021,N
2,0.477501149417829,0.648318823559447,0.935560533404534,1,2,1,0.648481145972512,0.456003053155883,0,0,0.0879938936882341,0.935560533404534,1,1,CCRED,AVQ2021,N
7,0.937687808148835,0.79578947368421,0.370420530459748,1,7,6,0.720805069640076,0.346182606776658,1.5362902261806,0.609016854568416,0.5961202920939,0.370420530459748,0.934228675136116,0.963702359346642,NCCREDM,AVQ2021,O
6,1.02619444687741,0.690085988872028,0.592720502986435,1,6,5,1.06201257383156,0.497145866130199,1.29580926221752,-0.195372152669766,0.403424960643761,0.592720502986435,0.818310571573091,0.901365705614568,USOTRAM,AVQ2021,O
4,0.796168245774834,0.522009907997169,0.833566831150839,1,4,3,1.15556899764098,0.630172741337765,0.419240790901897,-1.98301014539572,0.159769678216313,0.833566831150839,0.800141542816702,0.901486199575372,FCORS,AVQ2021,O
4,0.805113759087821,0.512011371712864,0.842853036247623,1,4,3,1.16844241140286,0.6372901862906,0.40149952277553,-2.00065765918686,0.150279751612533,0.842853036247623,0.793461265103056,0.89907604832978,PUNT,AVQ2021,O
4,0.801239009332876,0.497236002834869,0.846337306651711,1,4,3,1.17327263581666,0.642551542728215,0.319818293937629,-2.07939632723672,0.143264609695714,0.846337306651711,0.795889440113395,0.907441530829199,POSSE,AVQ2021,O
4,0.719079065655772,0.606194061656485,0.754839951173771,1,4,3,1.04643036786021,0.565344490191548,0.577631992873068,-1.82385066441916,0.24620734641127,0.754839951173771,0.836766586162807,0.937064923994886,VELCO,AVQ2021,O
4,0.850141870292014,0.425205790519444,0.88252958546364,1,4,3,1.22344578784972,0.674621434635491,0.0133000599700115,-2.23458488500233,0.100504753819345,0.88252958546364,0.760431450468351,0.922083451603747,PULIZ,AVQ2021,O
4,0.835751538752882,0.394072603516733,0.874506178437559,1,4,3,1.21232298393249,0.673907451621839,-0.14204457211801,-2.26149717640856,0.101456731170881,0.874506178437559,0.764038570618264,0.937180941576858,COMOF,AVQ2021,O
4,0.790240687465581,0.538877043354655,0.819518440547895,1,4,3,1.13609379296531,0.618813375502425,0.458492706257465,-1.94022880237138,0.1749154993301,0.819518440547895,0.807249466950959,0.913574982231699,COLLEG,AVQ2021,O
4,0.794070660948058,0.515104240533258,0.829706004815144,1,4,3,1.15021675586255,0.630370849366794,0.354307353052046,-2.03959764186423,0.159505534177608,0.829706004815144,0.807261381364345,0.917174868812934,COMOR,AVQ2021,O
4,0.83838973754762,0.452428287418347,0.871796076891986,1,4,3,1.2085659854418,0.66474448234922,0.143743077081134,-2.18888893275355,0.113674023534373,0.871796076891986,0.77321783584209,0.917779040045442,CPSBI,AVQ2021,O
11,1.98859846343209,0.235361488904796,0.846321996363264,0,10,10,2.02939151434475,0.840358985841939,0.60432843364837,-1.45706457236201,0.0756051155738675,0.846321996363264,0.447530422333572,0.615032211882606,VOTOBU,AVQ2021,S
5,0.726777744715014,0.859095609190184,0.34768362297938,1,5,4,0.559575204355458,0.253426941596539,1.05633843020178,-0.941603556006223,0.683216323004327,0.34768362297938,0.945978663842022,0.96592771935134,USOPUL,AVQ2021,O
4,0.78052472922215,0.52053785227482,0.822024186706836,1,4,3,1.13956749473585,0.625007748343704,0.353581006292831,-2.04893106763611,0.166656335541729,0.822024186706836,0.815435623503408,0.911954319395837,FRCMT,AVQ2021,O
4,0.730410522318269,0.601954277286136,0.765458014164451,1,4,3,1.06115012871021,0.571865604959059,0.596765192476318,-1.80144943171881,0.237512526721255,0.765458014164451,0.823008849557522,0.936578171091445,PUNMT,AVQ2021,O
4,0.737128808018393,0.596610793884693,0.773999493134382,1,4,3,1.07299113284185,0.579258337870942,0.608965608120244,-1.76515492429995,0.227655549505411,0.773999493134382,0.792226929452938,0.945846380548904,SEDMT,AVQ2021,O
4,0.690329177081618,0.642843951985226,0.72022899479838,1,4,3,0.998449394204041,0.533516334452791,0.643097683495421,-1.76315875992594,0.288644887396278,0.72022899479838,0.840258541089566,0.947553093259464,VELMT,AVQ2021,O
4,0.818378517109888,0.485709017149179,0.854460873995357,1,4,3,1.18453429141734,0.649252205002093,0.283727238865864,-2.10616244547478,0.134330393330543,0.854460873995357,0.789231052922736,0.910381707541951,PULMT,AVQ2021,O
4,0.816485467694643,0.422304147465438,0.860555114505097,1,4,3,1.1929827026713,0.6624941876022,-0.0328944141958086,-2.32151785161325,0.1166744165304,0.860555114505097,0.787649769585253,0.933456221198157,ATTMT,AVQ2021,O
4,0.781359539096065,0.521321764814473,0.820586600812162,1,4,3,1.13757457751644,0.624235458360683,0.35196116614524,-2.04727061221067,0.16768605551909,0.820586600812162,0.81613439172974,0.917297397083257,COLCO,AVQ2021,O
4,0.777756940742808,0.495750184774575,0.82265038439357,1,4,3,1.14043558905792,0.631324398055511,0.211182023152855,-2.18218292699644,0.158234135925986,0.82265038439357,0.822062084257206,0.928307464892831,ORAMT,AVQ2021,O
4,0.812890071617619,0.478292998337336,0.850792661810801,1,4,3,1.1794490695505,0.649105141951339,0.217167012930445,-2.15849348174582,0.134526477398215,0.850792661810801,0.794568631073342,0.919637908738223,CBMT,AVQ2021,O
4,0.814727048874118,0.499351971857063,0.846095202178061,1,4,3,1.17293700775004,0.642459697969898,0.330956506178707,-2.04941177418852,0.143387069373469,0.846095202178061,0.792260692464358,0.916311794112201,INFMT,AVQ2021,O
11,1.91289039610963,0.249484922270088,0.828952762351719,0,10,10,1.98774191021634,0.831948701068142,0.671455267536454,-1.31605440311115,0.0848564288250439,0.828952762351719,0.473496909533621,0.631391646375726,VOTOPU,AVQ2021,S
5,0.656012930334875,0.743098719142404,0.451929436982702,1,5,4,0.727352369624959,0.40109748267287,0.89460397863452,-1.1779413114682,0.498628146658912,0.451929436982702,0.957522836508216,0.980724225571856,USTRE,AVQ2021,O
4,0.6771509740676,0.64189794091316,0.707190073758058,1,4,3,0.980373611490756,0.528644379951877,0.596285268471054,-1.81165139063826,0.29514082673083,0.707190073758058,0.865413309459863,0.945091017606685,FRTRE,AVQ2021,O
4,0.740571761983767,0.559597368945585,0.77672274014827,1,4,3,1.07676635482114,0.5929066607062,0.402137652568438,-1.99555149653701,0.20945778572506701,0.77672274014827,0.845525214271477,0.934123978473191,PUTRE,AVQ2021,O
4,0.659609640729115,0.666003184713376,0.691080462538153,1,4,3,0.958040948296767,0.510427971215871,0.66598701562555,-1.73653970057328,0.319429371712172,0.691080462538153,0.833996815286624,0.961783439490446,PSTRE,AVQ2021,O
4,0.689364944717586,0.648495116603548,0.715781405353032,1,4,3,0.992283726035379,0.528456784902231,0.654159960650203,-1.75554396907541,0.295390953463692,0.715781405353032,0.840940801275663,0.946083316723141,VETRE,AVQ2021,O
4,0.78789174907303,0.445571130331047,0.832517322464798,1,4,3,1.15411406966758,0.646532135023107,-0.00827158299861894,-2.29701630876109,0.137957153302524,0.832517322464798,0.8107167710508,0.948305000497067,PULSTR,AVQ2021,O
4,0.729938822752604,0.521968715751719,0.776143750750426,1,4,3,1.07596370508376,0.603777441221788,0.206153655991314,-2.18696937815389,0.194963411704282,0.776143750750426,0.858025306366444,0.948490584836106,COMAT,AVQ2021,O
4,0.726300943427338,0.572927072927073,0.763469323121611,1,4,3,1.05839321753151,0.582321554569307,0.428298404244268,-1.97263757524985,0.223571260574258,0.763469323121611,0.853246753246753,0.933166833166833,COLCOM,AVQ2021,O
4,0.691137334757332,0.601016645071265,0.730026719159768,1,4,3,1.01203192423804,0.557264028804616,0.466937879538811,-1.93582757331084,0.256981294927179,0.730026719159768,0.871723313066879,0.937506229442839,COMORA,AVQ2021,O
4,0.763943984529123,0.462909489196455,0.812327831842797,1,4,3,1.12612549266442,0.633174928212946,0.0319490240746683,-2.31201502504999,0.155766762382739,0.812327831842797,0.831524444886986,0.950911082345913,COBIG,AVQ2021,O
4,0.712111052621477,0.600858797683243,0.744369895699652,1,4,3,1.03191578899583,0.563059589552458,0.511028445466004,-1.89327599038725,0.249253880596723,0.744369895699652,0.857199920111843,0.929698422208908,INFTR,AVQ2021,O
11,1.72109618745651,0.285004471827487,0.778998569757183,0,10,10,1.86795698793744,0.806299306715896,0.808190814178904,-1.09085117692119,0.113070762612514,0.778998569757183,0.531451853324058,0.700486932326344,VOTOTR,AVQ2021,S
2,0.105708196373429,0.988698342773233,0.0893038146152793,1,2,1,0.0619006873138289,0.022347859541392,0,0,0.955304280917216,0.0893038146152793,1,1,BIKESH,AVQ2021,N
4,0.412110507283626,0.989914964222752,0.0461845241783733,1,23,22,0.0640253454394841,0.0200154176183498,0.7499413082177,-1.68753913830744,0.973312776508867,0.0461845241783733,0.996396349683708,0.999688893497874,CARSH,AVQ2021,N
5,0.886930812996735,0.872884211617719,0.341605759952792,1,5,4,0.549793261173885,0.233569802114759,1.07112266873632,-0.922629249273081,0.708037747356552,0.341605759952792,0.920967365665258,0.952798154436351,USOCICL,AVQ2021,O
5,1.6515712735553,0.492083563845201,0.768692350163732,1,5,4,1.23716261135158,0.656882931436391,0.463016042285639,-1.61670876704938,0.178896335704512,0.768692350163732,0.737506256750705,0.933322795647936,USOAUT,AVQ2021,O
1,0,1,0,1,1,0,0,0,0,0,NA,0,1,1,SERRA,AVQ2021,N
1,0,1,0,2,2,0,0,0,0,0,NA,0,1,1,ESTINZ,AVQ2021,N
1,0,1,0,3,3,0,0,0,0,0,NA,0,1,1,CAMCLI,AVQ2021,N
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,SMARIF,AVQ2021,N
1,0,1,0,5,5,0,0,0,0,0,NA,0,1,1,AMRUM,AVQ2021,N
1,0,1,0,6,6,0,0,0,0,0,NA,0,1,1,IARIA,AVQ2021,N
1,0,1,0,7,7,0,0,0,0,0,NA,0,1,1,INQSU,AVQ2021,N
1,0,1,0,8,8,0,0,0,0,0,NA,0,1,1,INQFIU,AVQ2021,N
1,0,1,0,9,9,0,0,0,0,0,NA,0,1,1,DISDR,AVQ2021,N
1,0,1,0,10,10,0,0,0,0,0,NA,0,1,1,CATASTR,AVQ2021,N
4,1.08693251567097,0.378334417696812,0.943840199559848,1,4,3,1.30844034644809,0.711549712279716,0.0959974757351084,-2.29635475997319,0.0512670502937118,0.943840199559848,0.689454982233122,0.85693909213753106,ETICHET,AVQ2021,O
4,0.998793010491534,0.410131539311176,0.950794610396884,1,4,3,1.31808120697638,0.713219132674309,0.585873815809499,-1.76765624964589,0.0490411564342546,0.950794610396884,0.628828195601968,0.844914148006828,BIOLOG,AVQ2021,O
4,0.98668085574935,0.42611770015797,0.928537704833765,1,4,3,1.28722658429825,0.698412427557475,0.383172013978219,-2.01321707539882,0.0687834299233662,0.928537704833765,0.699556179634412,0.857175095910333,ALOCAL,AVQ2021,O
4,0.633009828010367,0.881948797673077,0.350070279427789,1,4,3,0.485300454366408,0.216901367172011,0.747406908802165,-1.68928318527656,0.710798177103986,0.350070279427789,0.941601263759685,0.971615556279933,GCARTE,AVQ2021,O
4,0.841216259764618,0.683828316722592,0.661905870264447,1,4,3,0.917596375539757,0.486910211836007,0.653019861221925,-1.76389487961731,0.350786384218657,0.661905870264447,0.878875143987579,0.946136124605599,SPRACQUA,AVQ2021,O
4,0.813152246295573,0.699887345099512,0.636774263227901,1,4,3,0.882756570419112,0.467676783202388,0.657161571114238,-1.7605031658642,0.376430955730149,0.636774263227901,0.890799849793466,0.951358117411441,SPRENER,AVQ2021,O
4,0.702116045522782,0.831285456256837,0.449564890839712,1,4,3,0.623229273128571,0.297576554229446,0.740698032867265,-1.69403673594315,0.603231261027405,0.449564890839712,0.922740339362487,0.965809356635885,DOPFIL,AVQ2021,O
4,1.34735442211719,0.516365026765231,0.808805005743582,1,4,3,1.12124181870787,0.619777667590279,0.276178986620521,-2.12591170105851,0.173629776546294,0.808805005743582,0.831277083864389,0.92528677032883,ARUMOR,AVQ2021,O
4,1.14634160108535,0.428018908465836,0.943560086531592,1,4,3,1.30805202733654,0.706550729400529,0.690636636203603,-1.73145901217434,0.0579323607992949,0.943560086531592,0.646174069111959,0.828610429990647,TRASPO,AVQ2021,O
4,0.982753233756624,0.366105527638191,0.966263693474688,1,4,3,1.33952590961884,0.72609123759501,0.289963922910968,-2.05391873537984,0.0318783498733197,0.966263693474688,0.637788944723618,0.834145728643216,USAGETT,AVQ2021,O
6,1.30480643464487,0.493753111000498,0.806700409786282,1,6,5,1.44541309806472,0.691976088933795,1.09843726461534,-0.531294940386175,0.169628693279446,0.806700409786282,0.665530114484818,0.819935291189647,SICURO,AVQ2021,N
11,1.6620160972803,0.299785653756044,0.763668487311981,0,10,10,1.83119705571048,0.802815397882677,0.887714234779276,-0.751152297750822,0.116903062329055,0.763668487311981,0.550844922984896,0.698669059368925,VOTOVI,AVQ2021,O
4,1.16063325473865,0.324833316747935,0.956363588413138,1,4,3,1.32580144979752,0.723784183196436,-0.596049794444097,-1.7893812718328,0.0349544224047515,0.956363588413138,0.621230968255548,0.885162702756493,FUTUASP,AVQ2021,O
2,0.440398019275214,0.736758144520053,0.831599079327317,1,2,1,0.576420557191976,0.387891162006843,0,0,0.224217675986313,0.831599079327317,1,1,FIDUCIA,AVQ2021,N
11,1.96701565338352,0.250705209815522,0.818270326437389,0,10,10,1.96212654763539,0.835387884499959,0.483608546366395,-1.32222892817883,0.0810733270500452,0.818270326437389,0.452257919568636,0.603709528445543,FIDMED,AVQ2021,O
11,1.96186420189637,0.244650534946505,0.820855091094826,0,10,10,1.96832454258876,0.836042799329706,0.485993415019878,-1.37700923143263,0.0803529207373233,0.820855091094826,0.452279772022798,0.616263373662634,FIDINF,AVQ2021,O
11,2.15222020953472,0.233175663838627,0.838027168335134,0,10,10,2.00950138542742,0.845139196358186,0.315515792430102,-1.56660097310216,0.0703468840059951,0.838027168335134,0.404559901894537,0.559351302650349,FIDSCIE,AVQ2021,O
2,0.225092659481097,0.946468881006127,0.301211619585212,5,6,1,0.208783984867384,0.101331076586274,0,0,0.797337846827453,0.301211619585212,1,1,NEUROB,AVQ2021,N
4,0.74126708387782,0.498339294839039,0.774561073320294,1,4,3,1.07376964828689,0.613321275851868,0.0868206066635765,-2.20777283057865,0.182238298864176,0.774561073320294,0.847853857945835,0.971895758814512,BMI,AVQ2021,O
26,18.454477366413,0.106513653714398,0.882233662955013,0,100,100,2.87440244299974,0.934944804333034,0.407138605171357,-1.28153443544645,0.0276574034936447,0.882233662955013,0.192938240187922,0.277331897817363,MH,AVQ2021,S
2,0.439926651373528,0.737693511915116,0.830206987185007,1,2,1,0.575455632448455,0.387003588786917,0,0,0.225992822426165,0.830206987185007,1,1,BMIMIN,AVQ2021,N
4,0.624727275070253,0.683422154966336,0.657541111145701,1,4,3,0.911545534585792,0.489226569707233,0.659172417160522,-1.73826839724098,0.347697907057022,0.657541111145701,0.845099458297695,0.975327324166064,SENELE,AVQ2021,O
4,0.593997612877638,0.607912801280786,0.625058923930334,1,4,3,0.866515661612288,0.518441472819036,0.288044028443024,-2.10481975987632,0.308744702907952,0.625058923930334,0.938329276048863,0.990657280084216,GCONT,AVQ2021,O
4,0.664861023518892,0.586485953023225,0.70033355172212,1,4,3,0.97086845365544,0.556115307663482,0.335524425378334,-2.02581002167463,0.258512923115357,0.70033355172212,0.888062811149856,0.98081014101805,GASBAL,AVQ2021,O
4,0.708601848644855,0.602144877952497,0.753119381436525,1,4,3,1.04404515173555,0.570696686228975,0.568554832329434,-1.77435231445377,0.239071085028033,0.753119381436525,0.786104348970327,0.963791477509485,GDISPL,AVQ2021,O
4,0.819279422193886,0.509112441608001,0.854945361156687,1,4,3,1.18520593323712,0.644284927361093,0.453129408639975,-1.93675987894972,0.14095343018521,0.854945361156687,0.7749851963945,0.903546285939864,GCBOL,AVQ2021,O
4,0.835608899813661,0.478496392306511,0.87005559909643,1,4,3,1.20615317088817,0.658401222803626,0.322912044252791,-2.0789567287506,0.122131702928498,0.87005559909643,0.773186832467048,0.892734171107748,GINF,AVQ2021,O
4,0.574567669131388,0.687654426173639,0.602008571802195,1,4,3,0.834561088435222,0.468857818773684,0.561767686964576,-1.83418372767719,0.374856241635088,0.602008571802195,0.918604981397859,0.987787907188095,SGAS,AVQ2021,O
4,0.676275633520361,0.637187242623044,0.713706597067183,1,4,3,0.989407431008302,0.537298657756244,0.611997150275985,-1.76237984914399,0.283601789658342,0.713706597067183,0.823521058760047,0.968333759336571,FLGAS,AVQ2021,O
